MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,cx,cy
E02000694,Merton 006,E09000024,Merton,E12000007,London,8730,8714,16,112.8,3828,2.3,-0.18859596,51.41973887
E02000695,Merton 007,E09000024,Merton,E12000007,London,8287,8269,18,102.8,2813,2.9,-0.152741661,51.41689735
E02000696,Merton 008,E09000024,Merton,E12000007,London,8072,8072,0,108.9,3185,2.5,-0.168290856,51.41550389
E02000697,Merton 009,E09000024,Merton,E12000007,London,8217,8134,83,70.9,3577,2.3,-0.197638666,51.41452955
E02000698,Merton 010,E09000024,Merton,E12000007,London,7816,7699,117,44.5,3146,2.4,-0.237370762,51.41400287
E02000699,Merton 011,E09000024,Merton,E12000007,London,7689,7666,23,82.6,3205,2.4,-0.21503639,51.41186224
E02000700,Merton 012,E09000024,Merton,E12000007,London,8290,8290,0,89.9,3367,2.5,-0.183022578,51.4102612
E02000701,Merton 013,E09000024,Merton,E12000007,London,8416,8410,6,88,3006,2.8,-0.160086545,51.40996918
E02000702,Merton 014,E09000024,Merton,E12000007,London,7638,7626,12,49,2964,2.6,-0.149625883,51.40357657
E02000703,Merton 015,E09000024,Merton,E12000007,London,7825,7825,0,53.1,2961,2.6,-0.201555381,51.40720094
E02000704,Merton 016,E09000024,Merton,E12000007,London,7742,7633,109,46.3,3409,2.2,-0.229334222,51.40633706
E02000705,Merton 017,E09000024,Merton,E12000007,London,8124,8083,41,65.4,2836,2.9,-0.139729457,51.40556733
E02000706,Merton 018,E09000024,Merton,E12000007,London,8605,8605,0,95.1,3259,2.6,-0.171248148,51.40557859
E02000707,Merton 019,E09000024,Merton,E12000007,London,7486,7482,4,64.6,2683,2.8,-0.133947293,51.39771446
E02000708,Merton 020,E09000024,Merton,E12000007,London,8286,8262,24,50.3,3011,2.7,-0.235374066,51.39737621
E02000709,Merton 021,E09000024,Merton,E12000007,London,7701,7681,20,44.9,2874,2.7,-0.214050182,51.39803393
E02000710,Merton 022,E09000024,Merton,E12000007,London,8329,8062,267,25.8,3208,2.5,-0.165869353,51.39553564
E02000711,Merton 023,E09000024,Merton,E12000007,London,8158,8133,25,61.3,3140,2.6,-0.191122586,51.39764245
E02000712,Merton 024,E09000024,Merton,E12000007,London,8709,8681,28,53.4,3328,2.6,-0.199119565,51.39077232
E02000713,Merton 025,E09000024,Merton,E12000007,London,7490,7454,36,48.8,2800,2.7,-0.22217026,51.38746728
E02000714,Newham 001,E09000025,Newham,E12000007,London,8133,8131,2,148,2733,3,0.022985001,51.55246507
E02000715,Newham 002,E09000025,Newham,E12000007,London,7381,7311,70,172.9,2234,3.3,0.060338609,51.55195731
E02000716,Newham 003,E09000025,Newham,E12000007,London,7354,7239,115,47,2320,3.1,0.046437312,51.5551201
E02000717,Newham 004,E09000025,Newham,E12000007,London,8101,8101,0,162.4,2400,3.4,0.049537355,51.54981306
E02000718,Newham 005,E09000025,Newham,E12000007,London,6844,6840,4,109.5,2210,3.1,0.063248424,51.54853342
E02000719,Newham 006,E09000025,Newham,E12000007,London,8216,8141,75,118.3,2937,2.8,0.013412791,51.54923128
E02000720,Newham 007,E09000025,Newham,E12000007,London,7483,7469,14,142.6,2220,3.4,0.033328612,51.5492143
E02000721,Newham 008,E09000025,Newham,E12000007,London,9665,9398,267,163.9,2737,3.4,0.026618684,51.54487325
E02000722,Newham 009,E09000025,Newham,E12000007,London,8226,8085,141,181.9,2943,2.7,0.012872643,51.54405169
E02000723,Newham 010,E09000025,Newham,E12000007,London,10600,10591,9,149.3,2737,3.9,0.051400134,51.5427321
E02000724,Newham 011,E09000025,Newham,E12000007,London,9415,9349,66,189.4,2434,3.8,0.042811627,51.5431738
E02000725,Newham 012,E09000025,Newham,E12000007,London,8876,8773,103,111.9,3671,2.4,0.002868154,51.54224916
E02000726,Newham 013,E09000025,Newham,E12000007,London,8892,8874,18,26.2,3666,2.4,-0.008074239,51.53949636
E02000727,Newham 014,E09000025,Newham,E12000007,London,8305,8301,4,210.4,2251,3.7,0.036869876,51.53938288
E02000728,Newham 015,E09000025,Newham,E12000007,London,8227,8227,0,125.5,2237,3.7,0.060975146,51.53980339
E02000729,Newham 016,E09000025,Newham,E12000007,London,7080,7062,18,100.5,2207,3.2,0.019191242,51.53859274
E02000730,Newham 017,E09000025,Newham,E12000007,London,8992,8956,36,178.6,2443,3.7,0.028733345,51.53782007
E02000731,Newham 018,E09000025,Newham,E12000007,London,10073,10073,0,173.4,2825,3.6,0.051125578,51.5344653
E02000732,Newham 019,E09000025,Newham,E12000007,London,7566,7560,6,171.4,2326,3.3,0.042110779,51.53395008
E02000733,Newham 020,E09000025,Newham,E12000007,London,9754,9752,2,131.8,3465,2.8,0.007749605,51.53422005
E02000734,Newham 021,E09000025,Newham,E12000007,London,7642,7640,2,200.9,2672,2.9,0.017957355,51.53349841
E02000735,Newham 022,E09000025,Newham,E12000007,London,7582,7547,35,138.3,2355,3.2,0.030305342,51.53148061
E02000736,Newham 023,E09000025,Newham,E12000007,London,8571,8531,40,68.3,2574,3.3,0.067790989,51.52991983
E02000737,Newham 024,E09000025,Newham,E12000007,London,9434,9434,0,112.2,3068,3.1,0.056600573,51.52877172
E02000738,Newham 025,E09000025,Newham,E12000007,London,8467,8466,1,184.3,2563,3.3,0.043058601,51.52827151
E02000739,Newham 026,E09000025,Newham,E12000007,London,6894,6880,14,152.1,2286,3,0.023721913,51.52784587
E02000740,Newham 027,E09000025,Newham,E12000007,London,6779,6768,11,53.7,2556,2.6,0.007616245,51.52557369
E02000741,Newham 028,E09000025,Newham,E12000007,London,8261,8223,38,109.3,2767,3,0.034456265,51.52352191
E02000742,Newham 029,E09000025,Newham,E12000007,London,8005,7952,53,101.2,2498,3.2,0.051367737,51.52240774
E02000743,Newham 030,E09000025,Newham,E12000007,London,7866,7830,36,125.4,2893,2.7,0.015823669,51.52073548
E02000744,Newham 031,E09000025,Newham,E12000007,London,8029,8025,4,134.2,2942,2.7,0.025780604,51.51904559
E02000745,Newham 032,E09000025,Newham,E12000007,London,8141,8135,6,112.5,2782,2.9,0.043057114,51.51704871
E02000746,Newham 033,E09000025,Newham,E12000007,London,7382,6908,474,17.5,2574,2.7,0.075980597,51.51694524
E02000747,Newham 034,E09000025,Newham,E12000007,London,10646,10630,16,56.1,4371,2.4,0.011008546,51.51364679
E02000748,Newham 035,E09000025,Newham,E12000007,London,6240,5954,286,46.9,2230,2.7,0.052259695,51.51133285
E02000749,Newham 036,E09000025,Newham,E12000007,London,8183,8183,0,57.7,3022,2.7,0.031145328,51.51125354
E02000750,Newham 037,E09000025,Newham,E12000007,London,10679,10670,9,32.3,4370,2.4,0.046784242,51.50295474
E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,10422,10265,157,33.9,4277,2.4,0.026649504,51.61511813
E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,6815,6815,0,14,2864,2.4,0.129241884,51.61049897
E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,6138,6088,50,81,2420,2.5,0.099990036,51.61026164
E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,6440,6440,0,52.2,2607,2.5,0.042165139,51.60987797
E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,5218,5211,7,38.8,2151,2.4,0.051757306,51.60516887
E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,12630,12625,5,35.1,4966,2.5,0.084028801,51.60028893
E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,11516,11474,42,77.2,4969,2.3,0.022023585,51.59773459
E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,5953,5953,0,51.9,2159,2.8,0.060315713,51.5952794
E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,12044,12020,24,51.4,4703,2.6,0.037613437,51.59420194
E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,6957,6915,42,67,2613,2.6,0.075717775,51.59240957
E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,6290,6273,17,78.7,2087,3,0.065236356,51.58234867
E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,6928,6910,18,9,2385,2.9,0.112164529,51.59146235
E02000764,Redbridge 014,E09000026,Redbridge,E12000007,London,11865,11690,175,59.8,5435,2.2,0.021244213,51.58315948
E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,6319,6313,6,86.9,2190,2.9,0.071722491,51.58001877
E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,7616,7475,141,86.8,2620,2.9,0.081709772,51.57950918
E02000768,Redbridge 018,E09000026,Redbridge,E12000007,London,5660,5660,0,33.3,2240,2.5,0.034633457,51.57603718
E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,14257,14146,111,94.1,5160,2.7,0.12358278,51.57525201
E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,7562,7542,20,64.9,2425,3.1,0.096473854,51.57307234
E02000772,Redbridge 022,E09000026,Redbridge,E12000007,London,7946,7783,163,56.6,2565,3,0.111835981,51.57298657
E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,9198,9193,5,96.6,2819,3.3,0.082060934,51.56907105
E02000774,Redbridge 024,E09000026,Redbridge,E12000007,London,7218,7180,38,106.3,2208,3.3,0.099750758,51.56808444
E02000776,Redbridge 026,E09000026,Redbridge,E12000007,London,6372,6338,34,106.1,2031,3.1,0.075744054,51.56523506
E02000777,Redbridge 027,E09000026,Redbridge,E12000007,London,5883,5852,31,16.8,2365,2.5,0.031876282,51.56305782
E02000779,Redbridge 029,E09000026,Redbridge,E12000007,London,7751,7658,93,85.9,2753,2.8,0.063988544,51.56142979
E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,14666,14643,23,115.4,4443,3.3,0.08125197,51.55694815
E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,13672,13646,26,72.6,4257,3.2,0.097005436,51.55410413
E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,9289,9141,148,133.1,2851,3.2,0.070965931,51.55203709
E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,7255,7196,59,128.1,2250,3.2,0.079257134,51.54742089
E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames,E12000007,London,10299,10248,51,38.9,4296,2.4,-0.237390694,51.47949124
E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames,E12000007,London,9695,9585,110,23.9,4304,2.2,-0.298541753,51.47363408
E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames,E12000007,London,10919,10865,54,59.2,4941,2.2,-0.250266576,51.46898019
E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames,E12000007,London,10768,10768,0,61.2,4800,2.2,-0.282492105,51.47010661
E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames,E12000007,London,8692,8676,16,80.1,3666,2.4,-0.265898075,51.46416641
E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames,E12000007,London,6196,6106,90,33.8,2966,2.1,-0.287843861,51.45683863
E02000790,Richmond upon Thames 007,E09000027,Richmond upon Thames,E12000007,London,6193,6193,0,77.6,2609,2.4,-0.321430541,51.45843074
E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames,E12000007,London,6137,5846,291,54.9,2986,2,-0.301512056,51.45721697
E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames,E12000007,London,6989,6832,157,56.1,3209,2.1,-0.313480898,51.45262212
E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames,E12000007,London,8122,7990,132,61.2,3144,2.5,-0.358654046,51.45402549
E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames,E12000007,London,6609,6577,32,45.1,2660,2.5,-0.33879573,51.45226277
E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames,E12000007,London,6898,6544,354,5.7,2623,2.5,-0.278998655,51.44196175
E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames,E12000007,London,10313,10284,29,53.9,3918,2.6,-0.371759854,51.4483394
E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames,E12000007,London,6979,6894,85,76.4,3273,2.1,-0.333630146,51.44666368
E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames,E12000007,London,10528,10479,49,42.9,4280,2.4,-0.358702907,51.43932016
E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames,E12000007,London,6415,5657,758,50,2418,2.3,-0.338745404,51.43858785
E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames,E12000007,London,5184,5184,0,28.3,2159,2.4,-0.319848948,51.43789923
E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames,E12000007,London,6608,6599,9,66.9,2880,2.3,-0.337334185,51.43165218
E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames,E12000007,London,6747,6615,132,46.5,2840,2.3,-0.354273228,51.42713875
E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,E12000007,London,9387,9346,41,48.1,4086,2.3,-0.374929596,51.42788595
E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,E12000007,London,7106,7013,93,19,3148,2.2,-0.335685189,51.41829367
E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,E12000007,London,10221,9929,292,37.3,4455,2.2,-0.315427142,51.41678358
E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,E12000007,London,9985,9868,117,14.5,4174,2.4,-0.350250253,51.40944485
E02000807,Southwark 001,E09000028,Southwark,E12000007,London,8313,8305,8,116.8,3705,2.2,-0.042653305,51.50343962
E02000808,Southwark 002,E09000028,Southwark,E12000007,London,9102,8312,790,87,4167,2,-0.096973159,51.50416607
E02000809,Southwark 003,E09000028,Southwark,E12000007,London,11711,11536,175,152.9,5936,1.9,-0.078893098,51.50153446
E02000810,Southwark 004,E09000028,Southwark,E12000007,London,9144,9131,13,133.2,4137,2.2,-0.068851472,51.49740793
E02000812,Southwark 006,E09000028,Southwark,E12000007,London,10290,9697,593,146.6,4385,2.2,-0.085353028,51.49797136
E02000813,Southwark 007,E09000028,Southwark,E12000007,London,8591,8561,30,96.1,3746,2.3,-0.052177604,51.49676587
E02000814,Southwark 008,E09000028,Southwark,E12000007,London,8652,8563,89,88,3876,2.2,-0.038577607,51.4970366
E02000815,Southwark 009,E09000028,Southwark,E12000007,London,6497,5774,723,154.4,2516,2.3,-0.095301578,51.49619301
E02000816,Southwark 010,E09000028,Southwark,E12000007,London,9043,9030,13,119.1,3959,2.3,-0.065084654,51.49056866
E02000817,Southwark 011,E09000028,Southwark,E12000007,London,6494,6425,69,98.1,2809,2.3,-0.055988949,51.49055429
E02000818,Southwark 012,E09000028,Southwark,E12000007,London,7534,7507,27,128.9,3217,2.3,-0.092277604,51.49074011
E02000819,Southwark 013,E09000028,Southwark,E12000007,London,8315,8301,14,154.9,3415,2.4,-0.074443397,51.49001961
E02000820,Southwark 014,E09000028,Southwark,E12000007,London,8503,8369,134,189,3873,2.2,-0.102758519,51.48759924
E02000821,Southwark 015,E09000028,Southwark,E12000007,London,8386,8368,18,116.7,3097,2.7,-0.079122067,51.48604888
E02000822,Southwark 016,E09000028,Southwark,E12000007,London,8111,8096,15,169.3,3294,2.5,-0.088417884,51.48590033
E02000823,Southwark 017,E09000028,Southwark,E12000007,London,7733,7726,7,120.1,3155,2.4,-0.095768329,51.48262571
E02000824,Southwark 018,E09000028,Southwark,E12000007,London,9568,9559,9,98.4,3553,2.7,-0.06377139,51.48170575
E02000825,Southwark 019,E09000028,Southwark,E12000007,London,9649,9580,69,181,3545,2.7,-0.078092946,51.47815822
E02000826,Southwark 020,E09000028,Southwark,E12000007,London,8888,8714,174,161.7,3539,2.5,-0.086722521,51.47699274
E02000827,Southwark 021,E09000028,Southwark,E12000007,London,10359,10170,189,152.1,4304,2.4,-0.096788713,51.47609467
E02000828,Southwark 022,E09000028,Southwark,E12000007,London,8383,8345,38,131.8,3180,2.6,-0.067406352,51.47480857
E02000829,Southwark 023,E09000028,Southwark,E12000007,London,10389,10232,157,131.2,4334,2.4,-0.057712859,51.47369067
E02000830,Southwark 024,E09000028,Southwark,E12000007,London,8870,8819,51,106.1,3783,2.3,-0.083596259,51.46911176
E02000831,Southwark 025,E09000028,Southwark,E12000007,London,9378,9281,97,116.4,3918,2.4,-0.071762398,51.46803875
E02000832,Southwark 026,E09000028,Southwark,E12000007,London,9960,9851,109,117.8,4106,2.4,-0.058468778,51.4653732
E02000833,Southwark 027,E09000028,Southwark,E12000007,London,7755,7334,421,93.9,2973,2.5,-0.086402618,51.46175792
E02000834,Southwark 028,E09000028,Southwark,E12000007,London,9199,9161,38,75.8,4198,2.2,-0.067832336,51.45853811
E02000835,Southwark 029,E09000028,Southwark,E12000007,London,7236,7194,42,49.6,2930,2.5,-0.050914815,51.45642177
E02000836,Southwark 030,E09000028,Southwark,E12000007,London,8240,8219,21,109,3362,2.4,-0.077982606,51.45489355
E02000837,Southwark 031,E09000028,Southwark,E12000007,London,9085,9020,65,38.2,3300,2.7,-0.08784266,51.44900166
E02000838,Southwark 032,E09000028,Southwark,E12000007,London,9180,9120,60,85.8,3862,2.4,-0.067293818,51.44823624
E02000839,Southwark 033,E09000028,Southwark,E12000007,London,8036,7869,167,29.1,3381,2.3,-0.078710143,51.43445098
E02000840,Sutton 001,E09000029,Sutton,E12000007,London,8171,8146,25,59.8,3206,2.5,-0.16947457,51.38696784
E02000841,Sutton 002,E09000029,Sutton,E12000007,London,8721,8624,97,75.5,3335,2.6,-0.186008919,51.38301384
E02000842,Sutton 003,E09000029,Sutton,E12000007,London,7666,7666,0,47.4,2879,2.7,-0.208774312,51.3800974
E02000843,Sutton 004,E09000029,Sutton,E12000007,London,7495,7495,0,58.6,3271,2.3,-0.160378638,51.37793676
E02000844,Sutton 005,E09000029,Sutton,E12000007,London,7779,7779,0,76.9,3117,2.5,-0.17156437,51.37683458
E02000845,Sutton 006,E09000029,Sutton,E12000007,London,8867,8850,17,58.9,3472,2.5,-0.238205986,51.37987455
E02000846,Sutton 007,E09000029,Sutton,E12000007,London,7053,6956,97,51.6,2708,2.6,-0.192461925,51.37639637
E02000847,Sutton 008,E09000029,Sutton,E12000007,London,8798,8708,90,57.1,3489,2.5,-0.230937334,51.37476859
E02000848,Sutton 009,E09000029,Sutton,E12000007,London,7889,7889,0,68.6,2886,2.7,-0.219020344,51.37066947
E02000849,Sutton 010,E09000029,Sutton,E12000007,London,7485,7432,53,62.7,3099,2.4,-0.15097415,51.36895634
E02000850,Sutton 011,E09000029,Sutton,E12000007,London,10309,10301,8,20.7,4037,2.6,-0.137924591,51.37635024
E02000851,Sutton 012,E09000029,Sutton,E12000007,London,8330,8297,33,73,4098,2,-0.191167074,51.36700661
E02000852,Sutton 013,E09000029,Sutton,E12000007,London,7434,7424,10,78.4,3136,2.4,-0.180084245,51.36740654
E02000853,Sutton 014,E09000029,Sutton,E12000007,London,7592,7592,0,60.9,3164,2.4,-0.206010669,51.36665348
E02000854,Sutton 015,E09000029,Sutton,E12000007,London,7101,7067,34,43.6,2932,2.4,-0.167336036,51.36394227
E02000855,Sutton 016,E09000029,Sutton,E12000007,London,7787,7767,20,41.8,3035,2.6,-0.218606818,51.35876855
E02000856,Sutton 017,E09000029,Sutton,E12000007,London,8176,8137,39,65.3,3486,2.3,-0.145443429,51.35759812
E02000857,Sutton 018,E09000029,Sutton,E12000007,London,7905,7646,259,77.5,4004,1.9,-0.198238216,51.35781462
E02000858,Sutton 019,E09000029,Sutton,E12000007,London,7691,7686,5,50.2,3139,2.4,-0.130009846,51.35626083
E02000859,Sutton 020,E09000029,Sutton,E12000007,London,8165,7986,179,47.7,3453,2.3,-0.156824067,51.35370988
E02000860,Sutton 021,E09000029,Sutton,E12000007,London,7598,7423,175,86.5,3925,1.9,-0.189627577,51.35367922
E02000861,Sutton 022,E09000029,Sutton,E12000007,London,7497,7479,18,29.3,2789,2.7,-0.179972882,51.34921813
E02000863,Sutton 024,E09000029,Sutton,E12000007,London,6367,6283,84,9.7,2319,2.7,-0.155481952,51.33876969
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,E12000007,London,8297,8296,1,65.8,3468,2.4,-0.028853876,51.53863314
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,7051,6977,74,152.1,2763,2.5,-0.054061461,51.53188142
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,E12000007,London,9662,9610,52,85.2,3829,2.5,-0.038983935,51.53192129
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London,9761,9761,0,120.6,4307,2.3,-0.023173764,51.53165551
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,6632,6416,216,184.6,2618,2.5,-0.062138287,51.52980458
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,E12000007,London,5705,5679,26,177,2485,2.3,-0.071425696,51.52834198
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,E12000007,London,6477,6430,47,164,2560,2.5,-0.048614799,51.52765184
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,E12000007,London,8591,8591,0,128.4,3107,2.8,-0.013833445,51.52511429
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,E12000007,London,7501,7480,21,164.3,3088,2.4,-0.069362739,51.52459599
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London,8713,7467,1246,172.6,2792,2.7,-0.041900396,51.52497578
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,7129,6879,250,207.9,2494,2.8,-0.052779401,51.52464705
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets,E12000007,London,9440,9379,61,141.4,3437,2.7,-0.022204485,51.52243308
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,7037,6900,137,130.7,2750,2.5,-0.059455454,51.52264552
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets,E12000007,London,9803,9748,55,121.3,3252,3,-0.030249097,51.5201106
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,E12000007,London,10286,9451,835,161.1,3900,2.4,-0.071572922,51.51903125
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets,E12000007,London,7634,7417,217,172,2855,2.6,-0.048287519,51.51728311
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,E12000007,London,5776,5634,142,155.1,2090,2.7,-0.05591296,51.51739471
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets,E12000007,London,6909,6909,0,98,2379,2.9,-0.008453935,51.51629729
E02000882,Tower Hamlets 019,E09000030,Tower Hamlets,E12000007,London,8604,8563,41,149.8,2884,3,-0.039841626,51.51675053
E02000883,Tower Hamlets 020,E09000030,Tower Hamlets,E12000007,London,7950,7853,97,168.1,2880,2.7,-0.013449545,51.51353401
E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,E12000007,London,9086,9021,65,166.6,3707,2.4,-0.066487734,51.5142349
E02000885,Tower Hamlets 022,E09000030,Tower Hamlets,E12000007,London,6895,6873,22,204.1,2509,2.7,-0.053693528,51.51256136
E02000886,Tower Hamlets 023,E09000030,Tower Hamlets,E12000007,London,7326,7326,0,149.7,3185,2.3,-0.031566283,51.51171017
E02000887,Tower Hamlets 024,E09000030,Tower Hamlets,E12000007,London,8660,8585,75,148.6,3165,2.7,-0.021078282,51.51137663
E02000888,Tower Hamlets 025,E09000030,Tower Hamlets,E12000007,London,8215,8210,5,155.9,3306,2.5,-0.047752906,51.51054421
E02000889,Tower Hamlets 026,E09000030,Tower Hamlets,E12000007,London,6616,6549,67,114.1,2879,2.3,-0.063322205,51.50811593
E02000890,Tower Hamlets 027,E09000030,Tower Hamlets,E12000007,London,5795,5795,0,103,3093,1.9,-0.065393982,51.50648559
E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,E12000007,London,12678,12678,0,83.1,5742,2.2,-0.008083383,51.5045772
E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,6783,6783,0,94.4,2912,2.3,-0.009191022,51.49132247
E02000894,Tower Hamlets 031,E09000030,Tower Hamlets,E12000007,London,10137,10137,0,185,4510,2.2,-0.019361684,51.49018491
E02000895,Waltham Forest 001,E09000031,Waltham Forest,E12000007,London,7979,7962,17,36.4,3271,2.4,-0.009510662,51.63494532
E02000896,Waltham Forest 002,E09000031,Waltham Forest,E12000007,London,8814,8719,95,31.3,3758,2.3,0.010023868,51.63317017
E02000897,Waltham Forest 003,E09000031,Waltham Forest,E12000007,London,8077,7991,86,42.9,3345,2.4,0.010906157,51.61931724
E02000898,Waltham Forest 004,E09000031,Waltham Forest,E12000007,London,7750,7677,73,50.6,3065,2.5,-0.005486103,51.6188268
E02000899,Waltham Forest 005,E09000031,Waltham Forest,E12000007,London,7920,7866,54,65.8,3090,2.5,-0.017683307,51.61839625
E02000900,Waltham Forest 006,E09000031,Waltham Forest,E12000007,London,8088,8062,26,52.1,2986,2.7,-0.025455686,51.61143702
E02000901,Waltham Forest 007,E09000031,Waltham Forest,E12000007,London,9371,9302,69,54.5,3553,2.6,0.005361026,51.60739648
E02000902,Waltham Forest 008,E09000031,Waltham Forest,E12000007,London,8231,8229,2,67.7,3101,2.7,-0.010544355,51.60395541
E02000903,Waltham Forest 009,E09000031,Waltham Forest,E12000007,London,9043,9043,0,46,3179,2.8,-0.032867693,51.60087004
E02000904,Waltham Forest 010,E09000031,Waltham Forest,E12000007,London,8228,8213,15,56.4,2900,2.8,0.002287367,51.59707845
E02000905,Waltham Forest 011,E09000031,Waltham Forest,E12000007,London,9589,9512,77,91.4,3465,2.7,-0.01788593,51.59430835
E02000906,Waltham Forest 012,E09000031,Waltham Forest,E12000007,London,9248,9246,2,149.6,3507,2.6,-0.028103855,51.59064532
E02000907,Waltham Forest 013,E09000031,Waltham Forest,E12000007,London,9998,9634,364,111.9,3885,2.5,-0.004882756,51.58843337
E02000908,Waltham Forest 014,E09000031,Waltham Forest,E12000007,London,10516,10516,0,44.6,4348,2.4,-0.044454642,51.58899367
E02000909,Waltham Forest 015,E09000031,Waltham Forest,E12000007,London,8640,8635,5,62.1,3459,2.5,0.000975136,51.58511078
E02000910,Waltham Forest 016,E09000031,Waltham Forest,E12000007,London,10698,10647,51,135.3,4005,2.7,-0.018095251,51.58210419
E02000911,Waltham Forest 017,E09000031,Waltham Forest,E12000007,London,10872,10868,4,122.1,4115,2.6,-0.029510116,51.58205632
E02000912,Waltham Forest 018,E09000031,Waltham Forest,E12000007,London,9238,9143,95,37,3151,2.9,-0.043399525,51.57611725
E02000913,Waltham Forest 019,E09000031,Waltham Forest,E12000007,London,8706,8660,46,82.4,2968,2.9,-0.001099267,51.57557981
E02000914,Waltham Forest 020,E09000031,Waltham Forest,E12000007,London,10594,10499,95,151.4,3689,2.8,-0.013098193,51.57418683
E02000915,Waltham Forest 021,E09000031,Waltham Forest,E12000007,London,8643,8399,244,57.9,3305,2.5,0.008492131,51.57500499
E02000916,Waltham Forest 022,E09000031,Waltham Forest,E12000007,London,9485,9482,3,42.7,3506,2.7,-0.035169905,51.56751714
E02000917,Waltham Forest 023,E09000031,Waltham Forest,E12000007,London,9171,9148,23,135.1,3396,2.7,-0.00894013,51.56638539
E02000918,Waltham Forest 024,E09000031,Waltham Forest,E12000007,London,9126,9041,85,109.6,3449,2.6,0.011786844,51.56601411
E02000919,Waltham Forest 025,E09000031,Waltham Forest,E12000007,London,9221,9200,21,164,3225,2.9,-0.003679031,51.56214177
E02000920,Waltham Forest 026,E09000031,Waltham Forest,E12000007,London,9479,9471,8,54.3,3434,2.8,-0.015807847,51.55891213
E02000921,Waltham Forest 027,E09000031,Waltham Forest,E12000007,London,11001,10979,22,131,3966,2.8,0.002024702,51.55726137
